item_id,title,brand,product_type,bullet_points,color,material,item_dimensions,defect,defect_type,quality_score
B07TC29HJQ,Amazon Brand - Solimo Designer Red and Purple Brick 3D Printed Hard Back Case Mobile Cover for Oppo F5,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Oppo F5,Others,,,0,none,100.0
B07G5N3WTQ,"UMI Essentials, barra per push up 3 in 1 e roller con tappetino",UMI,SPORTING_GOODS,,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 3.74}, 'unit': 'inches', 'value': 3.74}, 'length': {'normalized_value': {'unit': 'inches', 'value': 7.87}, 'unit': 'inches', 'value': 7.87}, 'width': {'normalized_value': {'unit': 'inches', 'value': 5.51}, 'unit': 'inches', 'value': 5.51}}",0,none,100.0
B001BQ1PKG,pinzon geary glass-front 电视支架白色 / COSMO,Pinzon by Amazon,HOME_FURNITURE_AND_DECOR,现代感的64-inch-wide 电视底座会支持 LCD 、 Plasma 、或 DLP 屏幕,White,,,0,none,100.0
B07YGJTV8Y_DEFECT,Amazon Essentials,Amazon Essentials,HAT,Ce chapeau indispensable de garde-robe sera votre accessoire indispensable.,Bordeaux,,,1,truncated_title,59.6
B07W918SNZ,"Stone & Beam - Mensola in Metallo Rustico Industriale con 5 Ganci, 33 x 56 x 12,7 cm, Colore: Nero e Legno (Increspato)",Stone & Beam,SHELF,"Insieme al fascino vintage, questo pezzo aggiunge un comodo posto per appendere cappotti, borse e chiavi ad un ingresso o parafango. La mensola è utile per posta o piccoli oggetti che si desidera esporre. Il legno e i materiali in ferro offrono un tocco rustico e industriale.",Cruz V2 Fresh Foam,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 13}, 'unit': 'inches', 'value': 13}, 'length': {'normalized_value': {'unit': 'inches', 'value': 5.75}, 'unit': 'inches', 'value': 5.75}, 'width': {'normalized_value': {'unit': 'inches', 'value': 22.5}, 'unit': 'inches', 'value': 22.5}}",0,none,100.0
B08542LQLD,Amazon Brand - Solimo Designer Panda Pattern UV Printed Soft Back Case Mobile Cover for Samsung Galaxy A50,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Samsung Galaxy A50, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,0,none,100.0
B08C3CYHVZ,Centrino Men's Brown Fisherman Sandals-11 UK (45 EU) (12 US) (6101-02),Centrino,SHOES,Outer Material: Synthetic,Brown,Synthetic,"{'height': {'normalized_value': {'unit': 'inches', 'value': 4.3307}, 'unit': 'millimeters', 'value': 110}, 'length': {'normalized_value': {'unit': 'inches', 'value': 11.811}, 'unit': 'millimeters', 'value': 300}, 'width': {'normalized_value': {'unit': 'inches', 'value': 5.9055}, 'unit': 'millimeters', 'value': 150}}",0,none,100.0
B07SNRM6VP_DEFECT,"Amazon ബ്രാൻഡ് - Vedaka പശുവിൻ നെയ്യ്, 1 L",,DAIRY_BASED_BUTTER,100% പ്രകൃതിദത്തമായ പശുവിൻ നെയ്യ്,,,,1,missing_attribute,59.9
B07TB53TSW,Amazon Brand - Solimo Designer Circle Patternn 3D Printed Hard Back Case Mobile Cover for Micromax Canvas Nitro 4G E455,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Micromax Canvas Nitro 4G E455,Others,,,0,none,100.0
B07B4SCPMY_DEFECT,"Stone & Beam Prudence 簇绒床架，带床头板, 灰石色 - Stone & Beam Prudence 簇绒床架，带床头板, 灰石色",Stone & Beam,BED,这款床增加了空间经典风格。 A hand-tufted 床头板增添了一种有趣的设计细节。 坚固的相框采用厚重涤纶填充包裹增加舒适度。 这款床增加了空间经典风格。 A hand-tufted 床头板增添了一种有趣的设计细节。 坚固的相框采用厚重涤纶填充包裹增加舒适度。,Índigo curioso,灰石色,"{'height': {'normalized_value': {'unit': 'inches', 'value': 56}, 'unit': 'inches', 'value': 56}, 'length': {'normalized_value': {'unit': 'inches', 'value': 84}, 'unit': 'inches', 'value': 84}, 'width': {'normalized_value': {'unit': 'inches', 'value': 92}, 'unit': 'inches', 'value': 92}}",1,duplicate,73.4
B07P5LMG29_DEFECT,"Amazon Brand – Stone & Beam Leila 天鹅绒簇绒座椅系列, 棕色（Saddle）",Stone & Beam,KITCHEN,빈티지 디자인과 세련된 가죽 장식이 결합되어 현대적이고 고전적인 장식 구성에 완벽하게 어울립니다. 폼 패딩 쿠션과 단단한 나무 다리는 이 오토만이 기능적이고 편안하며 모든 라운지 공간에 세련된 추가 아이템을 제공합니다.,棕色（Saddle）,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 19}, 'unit': 'inches', 'value': 19}, 'length': {'normalized_value': {'unit': 'inches', 'value': 23}, 'unit': 'inches', 'value': 23}, 'width': {'normalized_value': {'unit': 'inches', 'value': 34}, 'unit': 'inches', 'value': 34}}",1,category_mismatch,52.0
B07TG3JKJ7,Amazon Brand - Solimo Designer White Dog 3D Printed Hard Back Case Mobile Cover for Micromax Canvas Selfie 2 Q340,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Micromax Canvas Selfie 2 Q340,Others,,,0,none,100.0
B07TC63LNR_DEFECT,Amazon Brand - Solimo Designer Foil Paper Texture 3D Printed Hard Back Case Mobile Cover for Vivo Y51L - Amazon Brand - Solimo Designer Foil Paper Texture 3D Printed Hard Back Case Mobile Cover for Vivo Y51L,,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Vivo Y51L 3D Printed Hard Back Case Mobile Cover for Vivo Y51L,Others,,,1,duplicate,57.9
B0854D554D,Amazon Brand - Solimo Designer Autumn Girl UV Printed Soft Back Case Mobile Cover for Realme XT,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Realme XT, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,0,none,100.0
B077PBGBV9_DEFECT,"365 Everyday Value, Cal-Mag 2:1 Ratio, 250 ct",365 by Whole Foods Market,SOFA,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!",,,,1,category_mismatch,40.9
B07T8Q1W95_DEFECT,Amazon Brand - Solimo Designer Panda Experation 3D Printed Hard Back Case Mobile Cover for Oppo A5 - Amazon Brand - Solimo Designer Panda Experation 3D Printed Hard Back Case Mobile Cover for Oppo A5,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Oppo A5 3D Printed Hard Back Case Mobile Cover for Oppo A5,Others,,,1,duplicate,73.4
B08FK1S35Y,"The Drop Nina Baskets Tendance À Lacets, Fashion-Sneakers Femme",The Drop,SHOES,Agrafes par la goutte.,,,,0,none,100.0
B0787GB9T4,"AmazonBasics Compact Ergonomik Kablosuz Fare ile Hızlı Kaydırma 10,9 x 7,62 x 4 cm GP7-RD",AmazonBasics,INPUT_MOUSE,,Kırmızı,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 1.6}, 'unit': 'inches', 'value': 1.6}, 'length': {'normalized_value': {'unit': 'inches', 'value': 4.3}, 'unit': 'inches', 'value': 4.3}, 'width': {'normalized_value': {'unit': 'inches', 'value': 3}, 'unit': 'inches', 'value': 3}}",0,none,100.0
B07T94681R,Amazon Brand - Solimo Designer Red Paint On Wall 3D Printed Hard Back Case Mobile Cover for LG G4 Stylus,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for LG G4 Stylus,Others,,,0,none,100.0
B07QBMQ729,"Ravenna 홈 메이플우드 가죽 벽걸이 소파, 92""W",Ravenna Home,SOFA,"92""W x 39""D x 41""H; seat height: 20""H; seat depth: 22""D; back cushion height: 24.5""H; arm height: 27""H",Dark Roast,硬木,"{'height': {'normalized_value': {'unit': 'inches', 'value': 41}, 'unit': 'inches', 'value': 41}, 'length': {'normalized_value': {'unit': 'inches', 'value': 39}, 'unit': 'inches', 'value': 39}, 'width': {'normalized_value': {'unit': 'inches', 'value': 92}, 'unit': 'inches', 'value': 92}}",0,none,100.0
B081HMLWH1_DEFECT,Amazon Brand - Solimo Designer Gemini Design 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy A20s,,ELECTRONICS,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",multi-colored,Plastic,,1,category_mismatch,34.1
B07TCWV4Y3_DEFECT,Amazon Brand,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Huawei P9 lite,Others,,,1,truncated_title,58.9
B071GFDLH2,Amazon Brand - find. Women’s Sneakers Retro Low-Top Red US 10.5,find.,SHOES,Fabric upper,Red,,,0,none,100.0
B0853WV73Y,Amazon Brand - Solimo Designer Butterflies Neon Light 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy A10,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Samsung Galaxy A10, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Plastic,,0,none,100.0
B07FD6K831,AmazonBasics - Bolígrafo de plástico para Mascotas (8 Paneles),AmazonBasics,PET_SUPPLIES,,Beige,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 28.19}, 'unit': 'inches', 'value': 28.19}, 'length': {'normalized_value': {'unit': 'inches', 'value': 58.98}, 'unit': 'inches', 'value': 58.98}, 'width': {'normalized_value': {'unit': 'inches', 'value': 58.3}, 'unit': 'inches', 'value': 58.3}}",0,none,100.0
B07TG4V6V5_DEFECT,Amazon Brand - Solimo Designer Peacock Feather 3D Printed Hard Back Case Mobile Cover for Gionee Marathon M5 lite,,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Gionee Marathon M5 lite,,,,1,missing_attribute,59.1
B07F2C8PYK,AmazonBasics 5 Functions Sliding Rail Shower Combo - Polished Chrome,AmazonBasics,PLUMBING_FIXTURE,,Polished Chrome,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 23.62}, 'unit': 'inches', 'value': 23.62}, 'length': {'normalized_value': {'unit': 'inches', 'value': 7.87}, 'unit': 'inches', 'value': 7.87}, 'width': {'normalized_value': {'unit': 'inches', 'value': 5.9}, 'unit': 'inches', 'value': 5.9}}",0,none,100.0
B07TH1422B,Amazon Brand - Solimo Designer Golden Sparkle 3D Printed Hard Back Case Mobile Cover for Vivo Y21L,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Vivo Y21L,Others,,,0,none,100.0
B07TH3CCR3,Amazon Brand - Solimo Designer Heart 3D Printed Hard Back Case Mobile Cover for LG Stylus 2,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for LG Stylus 2,Others,,,0,none,100.0
B07PKDV74F_DEFECT,"Amazon Essentials Daytona Sandals, Noir, 8 M US - Amazon Essentials Daytona Sandals, Noir, 8 M US",Amazon Essentials,SANDAL,Dessus rembourré en cuir synthétique avec doublure en néoprène. Dessus rembourré en cuir synthétique avec doublure en néoprène.,Noir,,,1,duplicate,70.7
B074H7Y817,"365 EVERYDAY VALUE Size 5 Diapers (27+ Lb), 27 CT",365 Everyday Value,GROCERY,"Brought to you by Whole Foods Market.  Our standards are what set us apart, and our quality is what keeps us stocking pantries, fridges and freezers with the best natural and organic 365 Everyday Value products every day.",,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 9.05}, 'unit': 'inches', 'value': 9.05}, 'length': {'normalized_value': {'unit': 'inches', 'value': 8.75}, 'unit': 'inches', 'value': 8.75}, 'width': {'normalized_value': {'unit': 'inches', 'value': 4.95}, 'unit': 'inches', 'value': 4.95}}",0,none,100.0
B08569YTRQ,Amazon Brand - Solimo Designer Punisher Skull UV Printed Soft Back Case Mobile Cover for Apple iPhone 5 / 5S,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Apple iPhone 5 / 5S, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,0,none,100.0
B0856953ZP,Amazon Brand - Solimo Designer Wooden Pattern 3D Printed Hard Back Case Mobile Cover for Oppo A9 (2020),Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Oppo A9 (2020), with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Plastic,,0,none,100.0
B089ZRNH6D,"Eono by Amazon - 6-piece PVC table mat, non-slip and waterproof, washable, environmentally friendly insulating mat, western food mat",Eono,HOME,"High-quality materials: environmentally friendly materials, thickly woven, great texture, durable",,,,0,none,100.0
B07PLZH4QD,"Amazon Brand - Happy Belly Organic Refined Coconut Oil, 15 Fl Oz",Happy Belly,GROCERY,"This product was previously a Solimo product. Now it’s part of the Happy Belly brand, the product is exactly the same size and quality",,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 4.1}, 'unit': 'inches', 'value': 4.1}, 'length': {'normalized_value': {'unit': 'inches', 'value': 3.76}, 'unit': 'inches', 'value': 3.76}, 'width': {'normalized_value': {'unit': 'inches', 'value': 3.76}, 'unit': 'inches', 'value': 3.76}}",0,none,100.0
B07Y2BBZZD,Amazon Brand - Solimo Designer Paris Printed Hard Back Case Mobile Cover for Mi A3 (D239),Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mi A3, with perfect cutouts for volume buttons, audio & charging ports",GEN239,Plastic,,0,none,100.0
B0853XK14Y,Amazon Brand - Solimo Designer Black Pattern Alphabet-R 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy J7 Prime,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",multi-colored,Plastic,,0,none,100.0
B01MR78EZO,"Marca Amazon - RED WAGON Botines de Serraje para Niño, unisex",RED WAGON,SHOES,Diseño clásico con elástico en contraste,,,,0,none,100.0
B083RBSL56_DEFECT,Eono by Amazon Leather Wallet for Men and Women - Flat Design with RFID Reading Protection (Black Nappa). - Eono by Amazon Leather Wallet for Men and Women - Flat Design with RFID Reading Protection (Black Nappa).,,LUGGAGE, ,Black (Black Nappa),,,1,duplicate,51.6
B07L8RQ7BW_DEFECT,"The Drop Bristol Sandalias Planas para Mujer, Correa Cruzada, Color Fucsia, 11",The Drop,KITCHEN,Grapas por The Drop,Satén Fucsia,,,1,category_mismatch,41.7
B07PPFRX81,"Amazon బ్రాండ్ - Solimo రూమ్ డార్క్ బ్లాక్అవుట్ విండో కర్టెన్, 5 ft (మెరూన్)",Amazon Brand - Solimo,HOME_BED_AND_BATH,1 పీసు బ్లాక్అవుట్ డోర్ కర్టెన్ (5 ft),నీలం :: మెరూన్,పాలిస్టర్,"{'height': {'normalized_value': {'unit': 'inches', 'value': 11.81102361}, 'unit': 'centimeters', 'value': 30}, 'length': {'normalized_value': {'unit': 'inches', 'value': 17.322834628}, 'unit': 'centimeters', 'value': 44}, 'width': {'normalized_value': {'unit': 'inches', 'value': 12.598425184}, 'unit': 'centimeters', 'value': 32}}",0,none,100.0
B081HN2SMT_DEFECT,Amazon Brand - Solimo Designer Love Pattern 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy A20s,,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",,,,1,missing_attribute,58.2
B072WX12JW,"Amazon Brand - Solimo ಬೊರೊಸಿಲಿಕೇಟ್ ಗ್ಲಾಸ್ ಸ್ಪೋರ್ಟ್ಸ್ ಬಾಟಲ್, 470 ml, ಪ್ರಮಾಣಿತ, ಕಿತ್ತಳೆ",Amazon Brand - Solimo,BOTTLE,बोरोसिलिकेट भोजन श्रेणी मटीरियल से निर्मित.,ಕಿತ್ತಳೆ,ತುಕ್ಕಹಿಡಿಯದ ಉಕ್ಕು,,0,none,100.0
B01N0APDVS,"AmazonFresh Mediterranean Extra Virgin Olive Oil, 68 Fl Oz (2L)",AmazonFresh,GROCERY,"Buttery, mild flavor",,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 8}, 'unit': 'inches', 'value': 8}, 'length': {'normalized_value': {'unit': 'inches', 'value': 3.63}, 'unit': 'inches', 'value': 3.63}, 'width': {'normalized_value': {'unit': 'inches', 'value': 2.31}, 'unit': 'inches', 'value': 2.31}}",0,none,100.0
B07KWYGTC6_DEFECT,AmazonBasics AA Performance Alkaline Batteries (12-Pack) - Packaging May Vary,AmazonBasics,HARDWARE,Pack of 12 1.5V AA Alkaline Batteries,Grey,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 1.99}, 'unit': 'inches', 'value': 1.99}, 'length': {'normalized_value': {'unit': 'inches', 'value': 0.57}, 'unit': 'inches', 'value': 0.57}, 'width': {'normalized_value': {'unit': 'inches', 'value': 0.57}, 'unit': 'inches', 'value': 0.57}}",1,category_mismatch,52.5
B0854LMB7C,Amazon Brand - Solimo Designer Panda Pattern UV Printed Soft Back Case Mobile Cover for Samsung Galaxy A20s,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Samsung Galaxy A20s, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,0,none,100.0
B07JYGZKY3_DEFECT,Stone & Beam Modern Plaid Duvet Set,Stone & Beam,MECHANICAL_COMPONENTS,,,,,1,category_mismatch,42.0
B07TBV4RJD_DEFECT,Amazon Brand - Solimo Designer Golden Zik Zak Pattern 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy J4 Plus,,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Samsung Galaxy J4 Plus,,,,1,missing_attribute,38.1
B0853X22NK_DEFECT,Amazon Brand - Solimo Designer Sleepy Kitten 3D Printed Hard Back Case Mobile Cover for Apple iPhone Xs Max (Logo Cut),,CELLULAR_PHONE_CASE,"Snug fit for Apple iPhone XS Max (Logo Cut), with perfect cut-outs for volume buttons, audio and charging ports",,,,1,missing_attribute,61.1
B079TYGKB9,Amazon Brand - Symbol Men's Grey Synthetic Formal Shoes - 8 UK (AZ-KY-292B),Amazon Brand - Symbol,SHOES,मटीरियल टाइप: सिंथेटिक,ग्रे(स्लेटी),सिंथेटिक,,0,none,100.0
B07FP42KL8,"Belltown Burgundy, 20""",AmazonBasics,LUGGAGE,,Burgundy,ABS+PC,"{'height': {'normalized_value': {'unit': 'inches', 'value': 21.65}, 'unit': 'inches', 'value': 21.65}, 'length': {'normalized_value': {'unit': 'inches', 'value': 14.96}, 'unit': 'inches', 'value': 14.96}, 'width': {'normalized_value': {'unit': 'inches', 'value': 8.66}, 'unit': 'inches', 'value': 8.66}}",0,none,100.0
B07XZDTJZH,Amazon Brand - Solimo Designer Queen 3D Printed Hard Back Case Mobile Cover for Huawei Y9 (2019),Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",Multi-colored,Plastic,,0,none,100.0
B0853XF619,Amazon Brand - Solimo Designer Colored Paris 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy M40,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Samsung Galaxy M40, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Plastic,,0,none,100.0
B07DC9SVK3_DEFECT,Amazon Basics,Amazon Basics,JANITORIAL_SUPPLY,Premium dishwashing detergent has a rich formula for excellent grease cutting performance,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 0.25}, 'unit': 'inches', 'value': 0.25}, 'length': {'normalized_value': {'unit': 'inches', 'value': 6}, 'unit': 'inches', 'value': 6}, 'width': {'normalized_value': {'unit': 'inches', 'value': 8}, 'unit': 'inches', 'value': 8}}",1,truncated_title,55.6
B07VDHHHND,"Amazon Essentials Maui Sneaker, Evelina, EU 19",Amazon Essentials,SHOES,100% sintetico.,Evelina,,,0,none,100.0
B07MR5WW9G_DEFECT,"365 Everyday Value, Cape Cod Trail Mix, 14 oz",365 by Whole Foods Market,HOME_FURNITURE,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!",,,,1,category_mismatch,59.6
B07R66CR6V_DEFECT,"AmazonBasics Sheet Protector - Heavy Duty, Non-Glare, 100-Pack - AmazonBasics Sheet Protector - Heavy Duty, Non-Glare, 100-Pack",AmazonBasics,OFFICE_PRODUCTS,"AmazonBasics Sheet Protector - Heavy Duty, Non-Glare, 100-Pack AmazonBasics Sheet Protector - Heavy Duty, Non-Glare, 100-Pack",,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 1.57}, 'unit': 'inches', 'value': 1.57}, 'length': {'normalized_value': {'unit': 'inches', 'value': 11.5}, 'unit': 'inches', 'value': 11.5}, 'width': {'normalized_value': {'unit': 'inches', 'value': 9.84}, 'unit': 'inches', 'value': 9.84}}",1,duplicate,66.6
B01N5XROXR,"Amazon Brand - 206 Collective Men's Pike Driving Slip-on Loafer, Black, 9.5 D US",206 Collective,SHOES,Moccasin-style loafer featuring suede upper and wraparound lacing with metallic eyelets,Black Suede,,,0,none,100.0
B07HFXF2SY,"[Amazon Collection] Amazon Collection 铂金系列 银色立方氧化锆 公主切割 永恒环、尺寸9, 银",Amazon Collection(アマゾンコレクション),RING,素材:スターリングシルバー(プラチナメッキ加工),,,,0,none,100.0
B07TJSVJ4B,AmazonBasics Fauteuil pivotant à Dossier Haut avec PU nervuré Puresoft Noir,AmazonBasics,CHAIR,Fauteuil de bureau à dossier haut avec rotation à 360 degrés,Noir,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 45.25}, 'unit': 'inches', 'value': 45.25}, 'length': {'normalized_value': {'unit': 'inches', 'value': 26.75}, 'unit': 'inches', 'value': 26.75}, 'width': {'normalized_value': {'unit': 'inches', 'value': 26.25}, 'unit': 'inches', 'value': 26.25}}",0,none,100.0
B07TBV227Y_DEFECT,Amazon Brand - Solimo Designer Light Blue Flower Photography 3D Printed Hard Back Case Mobile Cover for Asus Zenfone 3 Laser ZC551KL,,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Asus Zenfone 3 Laser ZC551KL,,,,1,missing_attribute,60.0
B07TC5V3PT,Amazon Brand - Solimo Designer Small Triangle 3D Printed Hard Back Case Mobile Cover for Lenovo ZUK Z1,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Lenovo ZUK Z1,Others,,,0,none,100.0
B08563MZY2,Amazon Brand - Solimo Designer Multicolor Bus Green Pattern Printed Soft Back Case Mobile Cover for Samsung Galaxy Note 10 Lite,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",multi-colored,,,0,none,100.0
B082Z3VR84_DEFECT,"AmazonBasics - Perchero de doble barra (bambú), color natural - AmazonBasics - Perchero de doble barra (bambú), color natural",AmazonBasics,HOME,"Perchero de doble riel para colgar prendas cortas y largas, incluyendo vestidos, pantalones, trajes, faldas, tops, chaquetas y más. Perchero de doble riel para colgar prendas cortas y largas, incluyendo vestidos, pantalones, trajes, faldas, tops, chaquetas y más.",,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 55.51}, 'unit': 'inches', 'value': 55.51}, 'length': {'normalized_value': {'unit': 'inches', 'value': 25}, 'unit': 'inches', 'value': 25}, 'width': {'normalized_value': {'unit': 'inches', 'value': 17.72}, 'unit': 'inches', 'value': 17.72}}",1,duplicate,65.4
B071GVKWQV_DEFECT,Wickedly Prime,Wickedly Prime,GROCERY,Quince 1.5-ounce Snack paquetes,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 4}, 'unit': 'inches', 'value': 4}, 'length': {'normalized_value': {'unit': 'inches', 'value': 12}, 'unit': 'inches', 'value': 12}, 'width': {'normalized_value': {'unit': 'inches', 'value': 11}, 'unit': 'inches', 'value': 11}}",1,truncated_title,57.5
B07R5V9Q7M_DEFECT,Amazon Brand - Solimo Designer Magical Unicorn Printed Hard Back Case Mobile Cover for Xiaomi Redmi 6 Pro (D1292) - Amazon Brand - Solimo Designer Magical Unicorn Printed Hard Back Case Mobile Cover for Xiaomi Redmi 6 Pro (D1292),Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Xiaomi Redmi 6 Pro, with perfect cutouts for volume buttons, audio & charging ports Snug fit for Xiaomi Redmi 6 Pro, with perfect cutouts for volume buttons, audio & charging ports",multi-colored,,,1,duplicate,75.9
B07NQCLC9X_DEFECT,Amazon Essentials,,SANDAL,Sandales classiques modernes avec talon fermé et compteur en faux daim.,Léopard,,,1,truncated_title,44.2
B07SMJY29H_DEFECT,"Marchio Amazon - Alkove Hayes - Tavolo da pranzo fisso classico, 130 x 90 x 77 cm, quercia silvestre",Alkove,MECHANICAL_COMPONENTS,Dimensioni: 130 x 90 x 77 cm (Lu x La x A). Peso: 41 kg,Quercia Selvatica,Quercia,"{'height': {'normalized_value': {'unit': 'inches', 'value': 30.314960599}, 'unit': 'centimeters', 'value': 77}, 'length': {'normalized_value': {'unit': 'inches', 'value': 51.18110231}, 'unit': 'centimeters', 'value': 130}, 'width': {'normalized_value': {'unit': 'inches', 'value': 35.43307083}, 'unit': 'centimeters', 'value': 90}}",1,category_mismatch,49.8
B07HCMD4DK_DEFECT,[Amazon Collection] Amazon Collection 镀铑纯银 透明玛瑙切割 立方氧化锆 婚庆戒指、尺寸14 - [Amazon Collection] Amazon Collection 镀铑纯银 透明玛瑙切割 立方氧化锆 婚庆戒指、尺寸14,Amazon Collection(アマゾンコレクション),FINERING, ,,,,1,duplicate,70.5
B075Z1JRK2_DEFECT,Amazon బ్రాండ్ - Symbol పురుషుల లెదర్ ఫార్మల్ షూస్ - మల్టీకలర్ - 10 uk,,SHOES,బయటి మెటీరియల్: లెదర్,,,,1,missing_attribute,63.4
B07WG3V91C_DEFECT,Amazon Brand - Symbol Men's Tan PU Formal Shoes - 9 UK (AZ-SY-437),,SHOES,Outer Material: Pu,,,,1,missing_attribute,54.9
B07BL67YXK,"Amazon Brand - Vedaka Premium Moong Dal (Yellow), 1 kg",Vedaka,LEGUME,Hygienically packed yellow moong dal which is free from impurities such as weevils and stones,,,,0,none,100.0
B00BHY2NW6,"14k Gold Flashed Sterling Silver""B"" Cursive Initial Pendant Necklace, 18""",Amazon Collection,FINENECKLACEBRACELETANKLET,Simple sterling silver necklace featuring script initial pendant suspended from Rope chain,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 0.7}, 'unit': 'inches', 'value': 0.7}, 'length': {'normalized_value': {'unit': 'inches', 'value': 5}, 'unit': 'inches', 'value': 5}, 'width': {'normalized_value': {'unit': 'inches', 'value': 5}, 'unit': 'inches', 'value': 5}}",0,none,100.0
B081HN65GM,Amazon Brand - Solimo Designer Button Jeans Alphabet-Q 3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi 8A,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",multi-colored,Plastic,,0,none,100.0
